state,overall_homeless,unsheltered,chronic_ind,ppl_in_families,individuals,shelt_es,shelt_th,year,population,cb_share,severe_share,renter_hh_total,unsheltered_share,chronic_share,family_share,es_share,th_share,homeless_per_10k
MS,2226.0,821.0,275.0,512.0,1714.0,732.0,673.0,2014,2994079.0,0.5159962137555731,0.26209373965221405,354319.0,0.3688230008984726,0.12353998203054807,0.23000898472596587,0.3288409703504043,0.3023360287511231,7.43467356739752
MS,1983.0,842.0,233.0,508.0,1475.0,523.0,618.0,2015,2992333.0,0.5267781079576326,0.2693171984947376,360168.0,0.42460917801311143,0.11749873928391326,0.2561775088250126,0.26374180534543623,0.31164901664145234,6.626936240050823
MS,1738.0,849.0,180.0,439.0,1299.0,524.0,365.0,2016,2988726.0,0.4812638372426809,0.2429151667728003,357131.0,0.48849252013808975,0.10356731875719218,0.2525891829689298,0.30149597238204834,0.21001150747986191,5.815186805347831
MS,1472.0,719.0,61.0,372.0,1100.0,421.0,332.0,2017,2984100.0,0.47964506680993396,0.2410807438345956,343925.0,0.48845108695652173,0.041440217391304345,0.25271739130434784,0.2860054347826087,0.22554347826086957,4.932810562648705
MS,1352.0,621.0,255.0,328.0,1024.0,404.0,327.0,2018,2986530.0,0.500382807610881,0.2544339107625528,352435.0,0.4593195266272189,0.1886094674556213,0.24260355029585798,0.2988165680473373,0.24186390532544377,4.52699286462885
MS,1184.0,486.0,216.0,221.0,963.0,415.0,283.0,2019,2976149.0,0.4820938382815415,0.24714167688289537,359578.0,0.41047297297297297,0.18243243243243243,0.1866554054054054,0.35050675675675674,0.23902027027027026,3.9782954415252734
MS,1107.0,526.0,139.0,254.0,853.0,332.0,249.0,2020,2981835.0,,,,0.4751580849141825,0.12556458897922312,0.22944896115627822,0.2999096657633243,0.22493224932249323,3.712479060712615
MS,626.0,267.0,65.0,88.0,538.0,223.0,136.0,2021,2949965.0,0.5224797984664731,0.2779207907162424,342543.0,0.426517571884984,0.10383386581469649,0.14057507987220447,0.3562300319488818,0.21725239616613418,2.122059075277164
MS,1196.0,761.0,105.0,105.0,1091.0,313.0,122.0,2022,2940057.0,0.5076540249046063,0.2571246373998842,345334.0,0.6362876254180602,0.08779264214046822,0.08779264214046822,0.2617056856187291,0.1020066889632107,4.067948342498122
MS,982.0,444.0,119.0,204.0,778.0,400.0,138.0,2023,2939690.0,0.508535911886476,0.25513406715534775,337457.0,0.45213849287169044,0.12118126272912423,0.20773930753564154,0.4073319755600815,0.14052953156822812,3.340488282778116
MS,1041.0,486.0,84.0,167.0,874.0,378.0,177.0,2024,2943045.0,0.5028813102379187,0.2557996899642785,347008.0,0.4668587896253602,0.08069164265129683,0.16042267050912584,0.3631123919308357,0.17002881844380405,3.53715284679643
MT,1150.0,295.0,83.0,517.0,633.0,502.0,353.0,2007,957861.0,0.41526612764840665,0.1941576073241882,112989.0,0.2565217391304348,0.07217391304347825,0.44956521739130434,0.4365217391304348,0.30695652173913046,12.005917351264955
MT,1417.0,410.0,138.0,449.0,968.0,578.0,429.0,2008,967440.0,0.4574775568018682,0.21402867369791168,118244.0,0.2893436838390967,0.09738884968242767,0.3168666196189132,0.4079040225829217,0.30275229357798167,14.646903167121474
MT,1196.0,363.0,160.0,444.0,752.0,404.0,429.0,2009,974989.0,0.43794222429517016,0.21978981631255645,115508.0,0.30351170568561875,0.13377926421404682,0.3712374581939799,0.3377926421404682,0.358695652173913,12.266805061390436
MT,1615.0,447.0,145.0,725.0,890.0,674.0,494.0,2010,990898.0,0.4569561262857839,0.2188528509944021,122114.0,0.27678018575851393,0.08978328173374613,0.44891640866873067,0.4173374613003096,0.3058823529411765,16.298347559486444
MT,1768.0,552.0,203.0,674.0,1094.0,708.0,508.0,2011,998199.0,0.46577425961613245,0.210720983088051,129680.0,0.31221719457013575,0.11481900452488687,0.38122171945701355,0.4004524886877828,0.2873303167420814,17.71189913033373
MT,1833.0,680.0,304.0,667.0,1166.0,716.0,437.0,2012,1005141.0,0.471130895846582,0.23102716363426137,134742.0,0.3709765411893072,0.16584833606110203,0.3638843426077469,0.3906164757228587,0.23840698308783415,18.236247451850037
MT,1878.0,784.0,210.0,667.0,1211.0,706.0,388.0,2013,1015165.0,0.47052041211302637,0.2617049488152986,134569.0,0.4174653887113951,0.11182108626198083,0.35516506922257723,0.3759318423855165,0.2066027689030884,18.4994557534982
MT,1745.0,834.0,256.0,578.0,1167.0,471.0,440.0,2014,1023579.0,0.45915538492624774,0.22050515255607192,138106.0,0.47793696275071634,0.1467048710601719,0.3312320916905444,0.2699140401146132,0.2521489971346705,17.048024627312596
MT,1709.0,872.0,154.0,582.0,1127.0,535.0,302.0,2015,1032949.0,0.4539993676889029,0.2189174509756236,138314.0,0.5102399063779989,0.0901111761263897,0.3405500292568754,0.3130485664131071,0.1767115272088941,16.544863299156106
MT,1418.0,630.0,117.0,574.0,844.0,481.0,307.0,2016,1042520.0,0.43573531014935135,0.196001643619653,133130.0,0.44428772919605075,0.08251057827926657,0.40479548660084624,0.3392101551480959,0.2165021156558533,13.601657522157849
MT,1529.0,544.0,182.0,542.0,987.0,748.0,237.0,2017,1050493.0,0.4440245510804504,0.20998613506475938,130506.0,0.35578809679529105,0.11903204708960105,0.3544800523217789,0.4892086330935252,0.15500327011118378,14.555070809610346
MT,1405.0,373.0,183.0,422.0,983.0,793.0,239.0,2018,1062305.0,0.44398653862983617,0.23292466565361636,140403.0,0.26548042704626335,0.1302491103202847,0.300355871886121,0.5644128113879003,0.1701067615658363,13.225956763829595
MT,1357.0,345.0,194.0,410.0,947.0,755.0,257.0,2019,1068778.0,0.4475894842952462,0.21797046258220396,136195.0,0.2542372881355932,0.14296241709653648,0.3021370670596905,0.5563743551952837,0.18938835666912307,12.696743383565154
MT,1545.0,460.0,204.0,549.0,996.0,767.0,318.0,2020,1061705.0,,,,0.2977346278317152,0.13203883495145632,0.3553398058252427,0.4964401294498382,0.2058252427184466,14.55206483910314
MT,1801.0,633.0,59.0,517.0,1284.0,900.0,268.0,2021,1104271.0,0.42138915226217394,0.19349427466997302,137088.0,0.35147140477512495,0.032759578012215435,0.2870627429205997,0.4997223764575236,0.14880621876735148,16.30940231157026
MT,1585.0,293.0,343.0,423.0,1162.0,1072.0,220.0,2022,1122867.0,0.4453737864448467,0.2137613908048611,144651.0,0.18485804416403787,0.216403785488959,0.2668769716088328,0.6763406940063091,0.138801261829653,14.115652165394476
MT,2178.0,496.0,540.0,494.0,1684.0,1414.0,268.0,2023,1132812.0,0.4657891516505033,0.22630556490347845,145523.0,0.22773186409550045,0.24793388429752067,0.22681359044995408,0.6492194674012856,0.12304866850321396,19.226491244796136
MT,2008.0,576.0,423.0,542.0,1466.0,927.0,505.0,2024,1137233.0,0.42669457824997375,0.18856075271237563,147248.0,0.2868525896414343,0.2106573705179283,0.2699203187250996,0.46165338645418325,0.25149402390438247,17.656891771519117
NC,11802.0,3923.0,1645.0,3411.0,8391.0,4745.0,3134.0,2007,9061032.0,0.4741480680832868,0.2337829063280715,1122623.0,0.33240128791730217,0.13938315539739027,0.28901881037112354,0.4020504999152686,0.26554821216742924,13.02500642310942
NC,12411.0,4386.0,1827.0,3662.0,8749.0,4863.0,3162.0,2008,9222414.0,0.46269314648972204,0.2308545233786522,1144018.0,0.3533961808073483,0.14720812182741116,0.2950608331318991,0.39182982837805175,0.25477399081459995,13.457430993663916
NC,12918.0,4445.0,1490.0,3759.0,9159.0,4873.0,3600.0,2009,9380884.0,0.5083455852171382,0.26028785085788064,1196178.0,0.3440935129276978,0.11534293234246787,0.29098931723176963,0.3772255767146617,0.2786809103576405,13.770557231066922
NC,12191.0,3018.0,1479.0,3830.0,8361.0,4979.0,4194.0,2010,9561558.0,0.5224709448427498,0.27678408175228625,1205308.0,0.24755967517020752,0.1213190058239685,0.314166188171602,0.4084160446230826,0.3440242802067099,12.750014171330655
NC,12896.0,3651.0,1365.0,4593.0,8303.0,5175.0,4070.0,2011,9656401.0,0.5313136332456534,0.26829171685309916,1233462.0,0.2831110421836228,0.10584677419354839,0.35615694789081886,0.40128722084367247,0.3156017369727047,13.354872068796647
NC,13524.0,4715.0,1465.0,5044.0,8480.0,4641.0,4155.0,2012,9752073.0,0.4966031133048235,0.25178945054831836,1289699.0,0.3486394557823129,0.10832593907128069,0.372966577935522,0.34316770186335405,0.3072315882874889,13.86782071873334
NC,12168.0,3155.0,1451.0,4638.0,7530.0,5281.0,3732.0,2013,9848060.0,0.49962584041681707,0.2410972270983842,1342763.0,0.25928665351742275,0.11924720578566732,0.381163708086785,0.43400723208415515,0.3067061143984221,12.355733007313116
NC,11491.0,2617.0,1284.0,3993.0,7498.0,5631.0,3243.0,2014,9943964.0,0.5076075635742611,0.2532717051680974,1355236.0,0.2277434513967453,0.11173962231311461,0.3474893394830737,0.49003568009746756,0.28222086850578715,11.555753822117618
NC,10685.0,2425.0,1253.0,3529.0,7156.0,5672.0,2588.0,2015,10042802.0,0.49346055151631757,0.24039153557287374,1388604.0,0.22695367337388864,0.1172671970051474,0.33027608797379504,0.5308376228357511,0.24220870379036033,10.639460979117183
NC,9559.0,2309.0,999.0,3163.0,6396.0,5215.0,2035.0,2016,10146788.0,0.46875329095050966,0.22563746453691527,1389035.0,0.24155246364682498,0.10450883983680301,0.3308923527565645,0.5455591589078356,0.21288837744533948,9.420715205639459
NC,8962.0,2451.0,994.0,2918.0,6044.0,4893.0,1618.0,2017,10273419.0,0.46413985297179555,0.22534074346941718,1368453.0,0.27348806070073645,0.11091274269136353,0.32559696496317786,0.5459718812765008,0.18054005802276277,8.723483389512294
NC,9268.0,2450.0,1175.0,2817.0,6451.0,5289.0,1529.0,2018,10383620.0,0.477586976610597,0.22485764057992733,1398558.0,0.26435045317220546,0.1267803193785067,0.3039490720759603,0.5706732844195079,0.16497626240828658,8.925596275672646
NC,9314.0,2268.0,1173.0,2447.0,6867.0,5495.0,1551.0,2019,10488084.0,0.46422540329061224,0.21707543749179908,1403639.0,0.24350440197552073,0.12593944599527593,0.26272278290745116,0.5899720850332832,0.16652351299119605,8.88055435101397
NC,9280.0,2558.0,1174.0,2524.0,6756.0,5112.0,1610.0,2020,10386227.0,,,,0.27564655172413793,0.12650862068965518,0.27198275862068966,0.5508620689655173,0.17349137931034483,8.934909664500882
NC,7249.0,1637.0,1185.0,2319.0,4823.0,4500.0,1106.0,2021,10551162.0,0.4879420432220039,0.24122409531655997,1385421.0,0.22582425162091324,0.1634708235618706,0.3199061939577873,0.6207752793488757,0.15257276865774588,6.870333333901991
NC,9382.0,3625.0,1697.0,2730.0,6652.0,4566.0,1180.0,2022,10698973.0,0.48430550494964264,0.22984129473242412,1430799.0,0.38637817096567895,0.18087827755276062,0.2909827328927734,0.4866766147942869,0.12577275634193136,8.769065965490332
NC,9754.0,3443.0,1586.0,2554.0,7200.0,5034.0,1259.0,2023,10835491.0,0.48900430066143036,0.2345456730538825,1479202.0,0.35298339142915724,0.1625999589911831,0.2618412958786139,0.5160959606315357,0.12907525117900348,9.00189940631209
NC,11626.0,4523.0,1824.0,3230.0,8396.0,5679.0,1401.0,2024,11046024.0,0.5154490720535513,0.24928308085337525,1491646.0,0.3890418028556683,0.15688972991570618,0.27782556339239634,0.48847410975399963,0.120505762945123,10.525054082808438
ND,636.0,59.0,80.0,233.0,403.0,405.0,172.0,2007,639715.0,0.4073770977880567,0.19921722113502935,93134.0,0.09276729559748427,0.12578616352201258,0.3663522012578616,0.6367924528301887,0.27044025157232704,9.941927264484965
ND,615.0,19.0,51.0,240.0,375.0,394.0,202.0,2008,641481.0,0.3796960793757827,0.19105818321934304,91751.0,0.030894308943089432,0.08292682926829269,0.3902439024390244,0.640650406504065,0.3284552845528455,9.587189643964514
ND,773.0,8.0,70.0,225.0,548.0,487.0,278.0,2009,646844.0,0.4022761181083238,0.2148433433954408,94855.0,0.01034928848641656,0.09055627425614489,0.2910737386804657,0.630012936610608,0.35963777490297544,11.950331146304208
ND,799.0,31.0,64.0,260.0,539.0,461.0,307.0,2010,674499.0,0.4016490552038582,0.20530617617845218,92739.0,0.03879849812265332,0.08010012515644556,0.32540675844806005,0.5769712140175219,0.38423028785982477,11.845829274765418
ND,603.0,43.0,67.0,207.0,396.0,415.0,145.0,2011,683932.0,0.4259368255836767,0.21416288705005251,97186.0,0.07131011608623548,0.1111111111111111,0.34328358208955223,0.6882255389718076,0.24046434494195687,8.816665984337623
ND,688.0,53.0,81.0,203.0,485.0,474.0,161.0,2012,699628.0,0.3528176408820441,0.18043402170108505,101751.0,0.07703488372093023,0.11773255813953488,0.29505813953488375,0.688953488372093,0.23401162790697674,9.833797389469831
ND,2069.0,1395.0,110.0,839.0,1230.0,540.0,134.0,2013,723393.0,0.4262186255294936,0.20382078354513078,104909.0,0.6742387626872886,0.053165780570323826,0.4055099081681972,0.2609956500724988,0.06476558724021267,28.601327355946214
ND,1258.0,464.0,111.0,372.0,886.0,639.0,155.0,2014,739482.0,0.3957470257717249,0.19136415968825954,110429.0,0.3688394276629571,0.08823529411764706,0.2957074721780604,0.5079491255961844,0.1232114467408585,17.011908335835084
ND,1305.0,486.0,70.0,441.0,864.0,640.0,179.0,2015,756928.0,0.3917629875398958,0.17743476928070398,120133.0,0.3724137931034483,0.05363984674329502,0.33793103448275863,0.4904214559386973,0.1371647509578544,17.240741523632366
ND,923.0,216.0,89.0,261.0,662.0,535.0,172.0,2016,757953.0,0.3964899073072037,0.19175645791182422,115926.0,0.23401950162513543,0.09642470205850487,0.28277356446370533,0.5796316359696642,0.18634886240520043,12.177536074136524
ND,1089.0,331.0,37.0,257.0,832.0,584.0,174.0,2017,755393.0,0.399290058942056,0.20685272018530027,115752.0,0.3039485766758494,0.03397612488521579,0.2359963269054178,0.5362718089990818,0.15977961432506887,14.416336926606416
ND,542.0,48.0,69.0,75.0,467.0,339.0,155.0,2018,760077.0,0.3850182582615235,0.1742191535053144,119888.0,0.08856088560885608,0.12730627306273062,0.13837638376383765,0.6254612546125461,0.2859778597785978,7.130856479014627
ND,557.0,12.0,73.0,180.0,377.0,391.0,124.0,2019,762062.0,0.3808154999914194,0.1816855725832747,125108.0,0.02154398563734291,0.1310592459605027,0.3231597845601436,0.7019748653500898,0.22262118491921004,7.309116581065583
ND,541.0,34.0,87.0,170.0,371.0,369.0,119.0,2020,760394.0,,,,0.06284658040665435,0.16081330868761554,0.3142329020332717,0.6820702402957486,0.2199630314232902,7.114732625454699
ND,548.0,74.0,118.0,187.0,361.0,322.0,136.0,2021,774948.0,0.4137173144237118,0.1812845397563336,118962.0,0.13503649635036497,0.21532846715328466,0.34124087591240876,0.5875912408759124,0.24817518248175183,7.071442212896865
ND,610.0,83.0,170.0,171.0,439.0,397.0,113.0,2022,779261.0,0.4056368242930853,0.2104284948125682,115585.0,0.1360655737704918,0.2786885245901639,0.28032786885245903,0.6508196721311476,0.18524590163934426,7.8279292817169095
ND,784.0,176.0,166.0,216.0,568.0,484.0,112.0,2023,783926.0,0.3704356295378077,0.16672569505932353,122696.0,0.22448979591836735,0.21173469387755103,0.2755102040816326,0.6173469387755102,0.14285714285714285,10.000943966649913
ND,865.0,190.0,102.0,219.0,646.0,544.0,131.0,2024,796568.0,0.36134823688471757,0.16786932666760992,135819.0,0.21965317919075145,0.11791907514450867,0.25317919075144507,0.6289017341040463,0.15144508670520232,10.859085476695022
NE,3531.0,524.0,785.0,1359.0,2172.0,1798.0,1209.0,2007,1774571.0,0.4201648158384001,0.19987437817195117,218574.0,0.14839988671764373,0.22231662418578307,0.3848768054375531,0.5092041914471821,0.34239592183517414,19.897766840549068
NE,3985.0,758.0,707.0,1741.0,2244.0,1444.0,1783.0,2008,1783432.0,0.40928553859436884,0.19017333206166265,216152.0,0.19021329987452948,0.17741530740276035,0.4368883312421581,0.36235884567126725,0.44742785445420324,22.34455813285844
NE,3718.0,639.0,495.0,1646.0,2072.0,1593.0,1486.0,2009,1796622.0,0.42581622491011356,0.22589664346061594,233014.0,0.17186659494351803,0.13313609467455623,0.4427111350188273,0.42845615922539,0.399677245831092,20.69439203126757
NE,3877.0,522.0,535.0,1454.0,2423.0,1765.0,1590.0,2010,1830429.0,0.4484247635746395,0.21211132043796982,234655.0,0.134640185710601,0.1379932937838535,0.3750322414237813,0.45524890379159144,0.41011091049780757,21.18082700831335
NE,3548.0,507.0,445.0,1338.0,2210.0,1623.0,1418.0,2011,1842641.0,0.43585596168616997,0.21540685853702615,239492.0,0.14289740698985343,0.1254227733934611,0.37711386696730553,0.45744081172491546,0.3996617812852311,19.254971532707675
NE,3789.0,832.0,396.0,1574.0,2215.0,1581.0,1376.0,2012,1855525.0,0.4277966995539344,0.20353776176140984,246928.0,0.21958300343098444,0.10451306413301663,0.4154130377408287,0.4172604908946952,0.3631565056743204,20.42009673811994
NE,3145.0,173.0,339.0,1253.0,1892.0,1532.0,1440.0,2013,1868516.0,0.44506600932202656,0.22035222331201013,248127.0,0.05500794912559619,0.10779014308426073,0.39841017488076313,0.48712241653418126,0.4578696343402226,16.831539039537258
NE,3026.0,109.0,365.0,1133.0,1893.0,1584.0,1333.0,2014,1881503.0,0.4189317123531201,0.20507712935713399,252327.0,0.03602115003304693,0.12062128222075347,0.3744216787838731,0.5234633179114342,0.44051553205551885,16.08288692603732
NE,2744.0,123.0,257.0,1024.0,1720.0,1493.0,1128.0,2015,1896190.0,0.43014026962132745,0.2007872840406522,253765.0,0.044825072886297376,0.09365889212827988,0.37317784256559766,0.5440962099125365,0.4110787172011662,14.471123674315338
NE,2754.0,101.0,200.0,874.0,1880.0,1484.0,1169.0,2016,1907116.0,0.44137907958190953,0.20462844069313682,259223.0,0.036673928830791576,0.07262164124909223,0.31735657225853303,0.5388525780682644,0.42447349310094407,14.44065279720793
NE,2501.0,120.0,361.0,803.0,1698.0,1608.0,773.0,2017,1920076.0,0.4000042672128699,0.17036847383131706,254404.0,0.04798080767692923,0.14434226309476209,0.3210715713714514,0.6429428228708517,0.3090763694522191,13.025526072926281
NE,2421.0,144.0,380.0,676.0,1745.0,1736.0,541.0,2018,1929268.0,0.4135761341206453,0.20642369931124085,259824.0,0.05947955390334572,0.15695993391160679,0.2792234613795952,0.7170590665014457,0.2234613795952086,12.548800892359173
NE,2365.0,110.0,422.0,650.0,1715.0,1534.0,698.0,2019,1934408.0,0.4118824301294457,0.17862433513107565,260074.0,0.046511627906976744,0.1784355179704017,0.2748414376321353,0.6486257928118393,0.29513742071881605,12.22596267178382
NE,2404.0,143.0,406.0,682.0,1722.0,1658.0,574.0,2020,1923826.0,,,,0.05948419301164726,0.16888519134775373,0.28369384359401,0.6896838602329451,0.23876871880199668,12.495932584339748
NE,1935.0,159.0,358.0,499.0,1436.0,1331.0,422.0,2021,1963692.0,0.4604641653924621,0.22415210382176184,253400.0,0.08217054263565891,0.18501291989664082,0.25788113695090437,0.6878552971576227,0.21808785529715763,9.85388747318826
NE,2246.0,216.0,522.0,574.0,1672.0,1569.0,461.0,2022,1967923.0,0.4667242392337328,0.21941457374612075,273434.0,0.09617097061442564,0.23241317898486197,0.25556544968833483,0.6985752448797863,0.20525378450578807,11.413048173124661
NE,2462.0,312.0,582.0,629.0,1833.0,1610.0,540.0,2023,1978379.0,0.43984000689490366,0.21681337924712354,274332.0,0.12672623883021933,0.23639317627944761,0.25548334687246144,0.6539398862713242,0.21933387489845654,12.444531608958647
NE,2720.0,301.0,645.0,700.0,2020.0,1901.0,508.0,2024,2005466.0,0.4651439642394463,0.21242749267632263,274595.0,0.11066176470588235,0.23713235294117646,0.25735294117647056,0.6988970588235294,0.18676470588235294,13.562932505462571
NH,2248.0,975.0,367.0,993.0,1255.0,725.0,548.0,2007,1315828.0,0.44242899023590504,0.20028105087182305,129847.0,0.4337188612099644,0.1632562277580071,0.4417259786476868,0.322508896797153,0.24377224199288255,17.084299771702685
NH,2019.0,484.0,437.0,847.0,1172.0,896.0,639.0,2008,1315809.0,0.47558214380371816,0.21041990079890954,139836.0,0.23972263496780585,0.21644378405151066,0.41951461119366024,0.4437840515106488,0.3164933135215453,15.34417229248318
NH,1645.0,239.0,330.0,754.0,891.0,892.0,514.0,2009,1324575.0,0.4906457871396896,0.22748059866962306,139026.0,0.1452887537993921,0.2006079027355623,0.4583586626139818,0.5422492401215806,0.31246200607902735,12.419077817413132
NH,1574.0,237.0,326.0,631.0,943.0,729.0,600.0,2010,1316759.0,0.5074385581649372,0.2308174039686874,145983.0,0.150571791613723,0.2071156289707751,0.40088945362134687,0.46315120711562896,0.3811944091486658,11.953592115185845
NH,1469.0,310.0,166.0,649.0,820.0,582.0,569.0,2011,1318194.0,0.5026935318982331,0.23162924240337,147384.0,0.21102791014295438,0.11300204220558203,0.44179714091218514,0.3961878829135466,0.3873383253914227,11.144034944780511
NH,1496.0,167.0,237.0,664.0,832.0,769.0,555.0,2012,1320718.0,0.48932691498021164,0.24860358716703623,151274.0,0.11163101604278075,0.15842245989304812,0.44385026737967914,0.5140374331550802,0.3709893048128342,11.327172038239805
NH,1447.0,202.0,226.0,649.0,798.0,685.0,551.0,2013,1323459.0,0.47734580532008186,0.23295242109270375,154991.0,0.13959917069799585,0.15618521078092606,0.4485141672425708,0.47339322736696615,0.3807878369039392,10.933470549522124
NH,1376.0,133.0,301.0,581.0,795.0,710.0,526.0,2014,1326813.0,0.49376984100008836,0.23322479555697553,154760.0,0.09665697674418605,0.21875,0.42223837209302323,0.5159883720930233,0.38226744186046513,10.370715390940546
NH,1445.0,132.0,257.0,667.0,778.0,770.0,535.0,2015,1330608.0,0.4641829800040594,0.2119415729393403,150876.0,0.09134948096885813,0.17785467128027682,0.4615916955017301,0.532871972318339,0.370242214532872,10.85969722111997
NH,1366.0,143.0,227.0,539.0,827.0,653.0,562.0,2016,1334795.0,0.4435099103028981,0.21309195997709862,155622.0,0.10468521229868229,0.16617862371888725,0.3945827232796486,0.4780380673499268,0.41142020497803805,10.23378121734049
NH,1456.0,174.0,100.0,680.0,776.0,764.0,509.0,2017,1342795.0,0.4664285901845968,0.22137174067169077,159663.0,0.11950549450549451,0.06868131868131869,0.46703296703296704,0.5247252747252747,0.34958791208791207,10.843054971160898
NH,1450.0,154.0,141.0,615.0,835.0,812.0,476.0,2018,1356458.0,0.47675876800110245,0.2288775580514022,152470.0,0.10620689655172413,0.09724137931034482,0.4241379310344828,0.56,0.32827586206896553,10.689604838483758
NH,1396.0,149.0,188.0,584.0,812.0,822.0,420.0,2019,1359711.0,0.4689087748143556,0.22081912642686757,157230.0,0.10673352435530085,0.1346704871060172,0.4183381088825215,0.5888252148997135,0.3008595988538682,10.266887595967084
NH,1675.0,348.0,352.0,652.0,1023.0,929.0,395.0,2020,1355244.0,,,,0.20776119402985074,0.21014925373134327,0.38925373134328356,0.5546268656716418,0.23582089552238805,12.359398012461225
NH,1491.0,320.0,330.0,544.0,947.0,877.0,290.0,2021,1388992.0,0.44981146886082335,0.19596725585567906,150801.0,0.21462105969148224,0.22132796780684105,0.36485580147551977,0.5881958417169685,0.19450033534540576,10.734403077915495
NH,1605.0,331.0,341.0,541.0,1064.0,923.0,348.0,2022,1395231.0,0.4870634818045133,0.23014280174437196,154564.0,0.2062305295950156,0.21246105919003117,0.3370716510903427,0.5750778816199377,0.21682242990654205,11.503471468165486
NH,2441.0,338.0,498.0,793.0,1648.0,1743.0,355.0,2023,1402054.0,0.5146699103097055,0.25133332442222606,157262.0,0.1384678410487505,0.2040147480540762,0.3248668578451454,0.7140516181892667,0.14543219991806636,17.410171077576184
NH,2245.0,579.0,575.0,729.0,1516.0,1182.0,480.0,2024,1409032.0,0.4938554652583025,0.23242103539333892,156544.0,0.2579064587973274,0.2561247216035635,0.3247216035634744,0.5265033407572383,0.21380846325167038,15.932924163539223
NJ,17314.0,2478.0,2525.0,8342.0,8972.0,10095.0,4741.0,2007,8685920.0,0.5121209454439776,0.2560891250202101,1030912.0,0.14312117361672635,0.1458357398636941,0.48180663047245004,0.583054175811482,0.2738246505717916,19.93340947188093
NJ,13832.0,1972.0,1269.0,6984.0,6848.0,7392.0,4468.0,2008,8682661.0,0.5004685314047737,0.25297859343326645,1040038.0,0.14256795835743205,0.09174378253325621,0.5049161364950838,0.5344129554655871,0.32301908617698094,15.930600077556868
NJ,13169.0,1298.0,934.0,7207.0,5962.0,7602.0,4269.0,2009,8707740.0,0.5256334986937968,0.27353332886768145,1068375.0,0.09856481129926342,0.0709241400258182,0.5472701040321968,0.5772647885184904,0.3241704001822462,15.123327063049654
NJ,13737.0,1654.0,877.0,7217.0,6520.0,7878.0,4205.0,2010,8801624.0,0.5432131660665732,0.2939206489923878,1065693.0,0.12040474630559803,0.06384217805925603,0.5253694401980054,0.5734876610613671,0.3061075926330349,15.607347007779474
NJ,14137.0,1307.0,750.0,7296.0,6841.0,8110.0,4700.0,2011,8821155.0,0.5458358683615049,0.295823872960062,1107149.0,0.09245242979415717,0.05305227417415293,0.5160925231661597,0.5736719247365071,0.33246091815802503,16.026245996130893
NJ,13025.0,1596.0,881.0,6422.0,6603.0,8130.0,3280.0,2012,8864590.0,0.5422185547833139,0.28768411630318375,1117318.0,0.12253358925143953,0.06763915547024953,0.4930518234165067,0.6241842610364683,0.25182341650671786,14.693290947466267
NJ,12002.0,1399.0,1002.0,5909.0,6093.0,7224.0,3360.0,2013,8899339.0,0.5375353676856861,0.2942711261439776,1141916.0,0.11656390601566406,0.08348608565239127,0.49233461089818364,0.6018996833861023,0.279953341109815,13.486394888429354
NJ,11671.0,935.0,1150.0,5225.0,6446.0,7692.0,2989.0,2014,8938175.0,0.5285623601550506,0.27474844791802666,1173782.0,0.08011310084825636,0.09853482992031531,0.44769085768143263,0.659069488475709,0.25610487533201953,13.05747537948183
NJ,10098.0,974.0,1182.0,3909.0,6189.0,6877.0,2225.0,2015,8958013.0,0.5377541019771223,0.27656475464083063,1178929.0,0.09645474351356705,0.11705288175876412,0.387106357694593,0.6810259457318281,0.2203406615171321,11.272589133326775
NJ,8895.0,1434.0,704.0,3355.0,5540.0,5514.0,1927.0,2016,8944469.0,0.5184173790953601,0.27239779633243416,1174592.0,0.1612141652613828,0.07914558740865654,0.37717818999437885,0.6198988195615515,0.21663856098931986,9.944693195314334
NJ,8536.0,1414.0,955.0,3103.0,5433.0,5264.0,1836.0,2017,9005644.0,0.5166562035832593,0.2619129893602201,1164869.0,0.165651358950328,0.11187910028116213,0.3635192127460169,0.6166822867853796,0.21508903467666354,9.478500371544778
NJ,9398.0,1623.0,1212.0,3350.0,6048.0,5805.0,1951.0,2018,8908520.0,0.5095735121929806,0.2738804773452708,1170619.0,0.1726963183656097,0.1289636092785699,0.35645882102575016,0.6176846137476059,0.20759736114066824,10.54945153628212
NJ,8862.0,1482.0,1311.0,2967.0,5895.0,5534.0,1827.0,2019,8882190.0,0.4895219724207815,0.24687699752252704,1204466.0,0.16723087339201084,0.14793500338524035,0.33480027081922814,0.624464003610923,0.20616113744075829,9.977269119440138
NJ,9662.0,1781.0,1603.0,3249.0,6413.0,6030.0,1841.0,2020,8885418.0,,,,0.18433036638377148,0.16590767956944732,0.3362657834816808,0.6240943903953633,0.19054026081556613,10.873996023597314
NJ,8262.0,819.0,1296.0,2641.0,5621.0,6002.0,1434.0,2021,9267130.0,0.5153472578403642,0.27689980821217525,1244971.0,0.09912854030501089,0.1568627450980392,0.3196562575647543,0.7264584846284192,0.17356572258533043,8.915381569051043
NJ,8752.0,976.0,1521.0,2945.0,5807.0,6366.0,1410.0,2022,9261699.0,0.5214575124290777,0.2743477846239798,1243983.0,0.11151736745886655,0.1737888482632541,0.3364945155393053,0.7273765996343693,0.16110603290676417,9.449670087529297
