state,overall_homeless,unsheltered,chronic_ind,ppl_in_families,individuals,shelt_es,shelt_th,year,population,cb_share,severe_share,renter_hh_total,unsheltered_share,chronic_share,family_share,es_share,th_share,homeless_per_10k
AR,2762.0,1034.0,395.0,642.0,2120.0,668.0,1060.0,2010,2921606.0,0.4968000378507105,0.25822700963616,363334.0,0.3743664011585807,0.14301230992034758,0.23244026068066617,0.24185372918175235,0.38377986965966693,9.4537045720744
AR,3424.0,1622.0,500.0,919.0,2505.0,1018.0,784.0,2011,2937979.0,0.5255343364315566,0.26109822734309507,376637.0,0.473714953271028,0.14602803738317757,0.2683995327102804,0.2973130841121495,0.22897196261682243,11.654269822895262
AR,4214.0,2612.0,361.0,786.0,3428.0,886.0,716.0,2012,2949131.0,0.48873215974870454,0.2519052406760704,386137.0,0.6198386331276696,0.08566682486948268,0.18652112007593735,0.2102515424774561,0.16990982439487423,14.288954949780123
AR,3812.0,2148.0,565.0,638.0,3174.0,1037.0,627.0,2013,2959373.0,0.48320471679646954,0.23864842901968694,385912.0,0.5634837355718783,0.14821615949632738,0.16736621196222456,0.27203567681007346,0.16448058761804826,12.881106910146169
AR,2936.0,1433.0,516.0,633.0,2303.0,1021.0,482.0,2014,2966369.0,0.4749580799285817,0.22278572456384038,386970.0,0.4880790190735695,0.17574931880108993,0.21559945504087194,0.34775204359673023,0.16416893732970028,9.897622311991528
AR,2560.0,882.0,524.0,727.0,1833.0,1161.0,515.0,2015,2978204.0,0.47632492677002214,0.23250982353361435,398663.0,0.34453125,0.2046875,0.283984375,0.453515625,0.201171875,8.595784573521492
AR,2463.0,847.0,417.0,625.0,1838.0,1092.0,514.0,2016,2988248.0,0.4450424452973972,0.22415879864399182,405086.0,0.34388956557044253,0.16930572472594396,0.2537555826228177,0.44336175395858707,0.2086885911490053,8.242287788697592
AR,2467.0,1194.0,450.0,399.0,2068.0,915.0,358.0,2017,3004279.0,0.4448687686168718,0.20324846849884787,400683.0,0.4839886501824078,0.18240778273206323,0.16173490068909607,0.37089582488852857,0.14511552492906363,8.211620824830185
AR,2712.0,1257.0,453.0,432.0,2280.0,933.0,516.0,2018,3013825.0,0.4583200444811985,0.2207435924212618,395946.0,0.46349557522123896,0.1670353982300885,0.1592920353982301,0.3440265486725664,0.1902654867256637,8.99853176611117
AR,2717.0,1415.0,676.0,414.0,2303.0,950.0,352.0,2019,3017804.0,0.4365813842213403,0.1991218441273326,401838.0,0.520794994479205,0.24880382775119617,0.15237394184762607,0.34965034965034963,0.12955465587044535,9.003235465258845
AR,2366.0,1273.0,486.0,293.0,2073.0,912.0,181.0,2020,3011873.0,,,,0.5380388841927304,0.20540997464074387,0.12383770076077769,0.38546069315300086,0.0765004226542688,7.855576911775496
AR,2139.0,669.0,339.0,272.0,1867.0,1169.0,301.0,2021,3025891.0,0.454856313294737,0.21855596173018732,390637.0,0.3127629733520337,0.1584852734922861,0.12716222533894342,0.5465170640486209,0.1407199625993455,7.068992240632594
AR,2459.0,1296.0,376.0,328.0,2131.0,904.0,259.0,2022,3045637.0,0.45821218906303957,0.243349597299736,407649.0,0.5270435136234242,0.15290768605124033,0.13338755591703944,0.3676291175274502,0.10532736884912566,8.073844650560785
AR,2609.0,1322.0,768.0,496.0,2113.0,987.0,300.0,2023,3067732.0,0.46461026667387895,0.22361389084221345,416833.0,0.5067075507857417,0.294365657339977,0.19011115369873516,0.3783058643158298,0.11498658489842851,8.504654252718295
AR,2783.0,1334.0,774.0,748.0,2035.0,1114.0,335.0,2024,3088354.0,0.4552180124705127,0.20304453279877732,410057.0,0.4793388429752066,0.2781171397772188,0.26877470355731226,0.40028745957599715,0.12037369744879627,9.011272671461885
AZ,14646.0,6028.0,2804.0,4626.0,10020.0,3934.0,4684.0,2007,6338755.0,0.500731144367508,0.23951455587819223,718401.0,0.41157995357094085,0.19145159087805544,0.31585415813191314,0.26860576266557423,0.3198142837634849,23.105483647814122
AZ,12488.0,5518.0,3097.0,4060.0,8428.0,3104.0,3866.0,2008,6500180.0,0.5015140361282401,0.24327103332965752,724952.0,0.44186418962203716,0.24799807815502883,0.3251121076233184,0.24855861627162076,0.3095771941063421,19.211775673904416
AZ,14721.0,6355.0,2229.0,4762.0,9959.0,4020.0,4346.0,2009,6595778.0,0.5183015008786334,0.25810647307924983,750075.0,0.4316962162896542,0.15141634399836967,0.3234834590041437,0.27307927450580805,0.29522450920453774,22.318822737818042
AZ,13711.0,6497.0,1935.0,4485.0,9226.0,3503.0,3671.0,2010,6413737.0,0.5320359161422215,0.2662324127149557,811112.0,0.4738531106410911,0.14112756181168404,0.32710962001312816,0.25548829407045437,0.26774122966960834,21.37755258751645
AZ,10504.0,3202.0,1939.0,4101.0,6403.0,3571.0,3691.0,2011,6482505.0,0.5192630588054483,0.2656126127856864,854527.0,0.3048362528560548,0.18459634424980959,0.3904226961157654,0.33996572734196495,0.3513899466869764,16.203612646654342
AZ,11302.0,3087.0,1605.0,4992.0,6310.0,4291.0,3884.0,2012,6553255.0,0.5141148305222313,0.25934445429108405,895518.0,0.2731374977880021,0.14201026367014688,0.4416917359759335,0.3796673155193771,0.3436559900902495,17.246391297149277
AZ,10562.0,3131.0,1064.0,4052.0,6510.0,3893.0,3500.0,2013,6626624.0,0.49621633837662954,0.2514939575601865,910778.0,0.2964400681689074,0.10073849649687559,0.38363946222306383,0.36858549517136907,0.33137663321340655,15.938734414386571
AZ,10495.0,2569.0,904.0,4301.0,6194.0,4291.0,3595.0,2014,6731484.0,0.4960437458224814,0.2465830778804711,943886.0,0.24478323010957598,0.08613625535969509,0.4098141972367794,0.40886136255359695,0.3425440686040972,15.590915762408407
AZ,9896.0,2957.0,1246.0,3348.0,6548.0,3395.0,3504.0,2015,6828065.0,0.4881619374661124,0.2358680087308318,938180.0,0.29880759902991105,0.12590945836701697,0.33831851253031525,0.34306790622473726,0.35408245755860956,14.493125065446801
AZ,9707.0,3244.0,1327.0,3048.0,6659.0,3701.0,2722.0,2016,6931071.0,0.4780843314413639,0.24038455938621453,926038.0,0.3341918203358401,0.13670547027917998,0.3140002060368806,0.38127124755331204,0.2804161944988153,14.005050590305595
AZ,8947.0,3166.0,1463.0,2459.0,6488.0,3841.0,1904.0,2017,7016270.0,0.4826496009485913,0.2374287152062672,900651.0,0.3538616295965128,0.1635184978204985,0.2748407287358891,0.42930591259640105,0.21280876271375881,12.751789768637753
AZ,9865.0,4066.0,1740.0,2606.0,7259.0,3615.0,2144.0,2018,7171646.0,0.4711325267550062,0.22065678520923898,919931.0,0.4121642169285352,0.17638114546376077,0.2641662442980233,0.36644703497212366,0.2173340091231627,13.755559044604265
AZ,10007.0,4532.0,1766.0,2469.0,7538.0,3437.0,1978.0,2019,7278717.0,0.4650022946093442,0.2187334912394474,927771.0,0.45288298191266113,0.17647646647346857,0.24672729089637255,0.34345957829519336,0.19766163685420207,13.748302070268704
AZ,10979.0,5521.0,1959.0,2699.0,8280.0,3483.0,1914.0,2020,7174064.0,,,,0.5028691137626378,0.17843155114309137,0.24583295382093087,0.3172420074688041,0.17433281719646598,15.303738578300946
AZ,5460.0,0.0,818.0,2156.0,3304.0,3822.0,1569.0,2021,7276316.0,0.5137414696957927,0.256019764176371,912033.0,0.0,0.1498168498168498,0.39487179487179486,0.7,0.28736263736263734,7.503797251246373
AZ,13553.0,8027.0,2476.0,2846.0,10707.0,3909.0,1546.0,2022,7359197.0,0.5284666063369281,0.253139355932008,928631.0,0.5922673946727661,0.1826901792960968,0.20999040802774294,0.2884232273297425,0.11407068545709437,18.41641146445733
AZ,14237.0,7615.0,3065.0,2686.0,11551.0,5104.0,1454.0,2023,7431344.0,0.5403276436227321,0.2669042181500555,939310.0,0.53487392006743,0.21528411884526236,0.18866334199620707,0.3585024935028447,0.10212825735758937,19.15804193696322
AZ,14737.0,7291.0,3497.0,3097.0,11640.0,5796.0,1580.0,2024,7582384.0,0.5240542706040155,0.25142327537252973,961653.0,0.494741127773631,0.23729388613693425,0.21015131980728777,0.39329578611657734,0.10721313700210355,19.435839704240777
CA,138986.0,90475.0,40341.0,28034.0,110952.0,23920.0,24591.0,2007,36553215.0,0.5374435777072964,0.26504201618665446,5123700.0,0.6509648453801102,0.2902522556228685,0.20170376872490756,0.17210366511734995,0.1769314895025398,38.02292082926221
CA,136531.0,89566.0,40254.0,27481.0,109050.0,22917.0,24048.0,2008,36756666.0,0.5468715784644088,0.2793597331833907,5230328.0,0.6560121877082861,0.29483414023188875,0.20128029531754693,0.1678519896580264,0.1761358226336876,37.144554949570235
CA,123678.0,72901.0,31412.0,26144.0,97534.0,23081.0,27696.0,2009,36961664.0,0.553723515904454,0.2841206311888215,5304837.0,0.589441937935607,0.2539821148466178,0.21138763563447016,0.18662171121783988,0.22393635084655314,33.46115586138113
CA,123480.0,72581.0,31235.0,26540.0,96940.0,23701.0,27115.0,2010,37349363.0,0.5722542866486455,0.29965839073807515,5503300.0,0.5877955944282475,0.2529559442824749,0.21493359248461288,0.19194201490119858,0.21959021703919662,33.06080481211955
CA,125128.0,74437.0,30807.0,27164.0,97964.0,26282.0,24220.0,2011,37691912.0,0.5767003440940918,0.3051301642785135,5625374.0,0.5948868358800589,0.24620388721948724,0.21708970014704942,0.21004091809986575,0.19356179272425036,33.197572996562236
CA,120098.0,74208.0,30189.0,25210.0,94888.0,22200.0,23530.0,2012,38041430.0,0.5758250604045696,0.30462493286605735,5770841.0,0.6178953854352279,0.2513697147329681,0.20991190527735681,0.18484903995070692,0.1959233292810871,31.57031688871843
CA,118552.0,72998.0,29248.0,25094.0,93458.0,21928.0,23432.0,2013,38332521.0,0.5709315502948246,0.2995794819221611,5845953.0,0.6157466765638707,0.24671030433902422,0.21167082799109252,0.18496524731763278,0.19765166340508805,30.927264084718036
CA,113952.0,71437.0,28200.0,23187.0,90765.0,20964.0,21365.0,2014,38802500.0,0.567703755817439,0.2959512215437705,5902960.0,0.6269043105869138,0.2474726200505476,0.20348041280539175,0.18397219882055602,0.1874912243751755,29.36717994974551
CA,115738.0,73699.0,29178.0,22582.0,93156.0,22750.0,19128.0,2015,39144818.0,0.5575205737753836,0.2875767264023677,5985534.0,0.6367744388187112,0.25210388982011095,0.1951131002782146,0.19656465465102213,0.1652698335896594,29.566621053136586
CA,118142.0,78390.0,29802.0,20482.0,97660.0,21766.0,17860.0,2016,39250017.0,0.5535574574422297,0.28496050271851414,6000750.0,0.6635235563982327,0.2522557600176059,0.17336764232872307,0.18423591948671939,0.15117401093599228,30.099859574583117
CA,131532.0,88896.0,35541.0,21272.0,110260.0,26854.0,15656.0,2017,39536653.0,0.5522981354456432,0.28045938015672695,5880007.0,0.675850743545297,0.2702080102180458,0.16172490344554938,0.2041632454459751,0.11902806921509594,33.26836998569404
CA,129972.0,89543.0,32668.0,20964.0,109008.0,27475.0,12737.0,2018,39557045.0,0.5459571731600044,0.2802773249902898,5906458.0,0.6889406949189056,0.2513464438494445,0.16129627919859663,0.21139168436278583,0.09799803034499738,32.85685267946582
CA,151278.0,108432.0,39275.0,22501.0,128777.0,30723.0,11853.0,2019,39512223.0,0.5321035044502077,0.27055622647272604,5939131.0,0.7167730932455479,0.2596213593516572,0.14873940691971074,0.20308967596081387,0.07835243723475985,38.28638039423902
CA,161548.0,113660.0,48812.0,25777.0,135771.0,35966.0,11707.0,2020,39346023.0,,,,0.7035679797954787,0.3021516824720826,0.15956248297719564,0.2226335206873499,0.0724676257211479,41.05827925734705
CA,57468.0,6039.0,12627.0,20748.0,36206.0,40662.0,10547.0,2021,39237836.0,0.5575864607641476,0.2916290006648254,5926357.0,0.10508456880350804,0.21972228022551682,0.36103570682814784,0.7075589893505951,0.1835282244031461,14.646067637369196
CA,171521.0,115491.0,57760.0,25538.0,145983.0,44553.0,11160.0,2022,39029342.0,0.5603596067644464,0.2971339949038854,5985084.0,0.6733344605033786,0.33675176800508394,0.1488913893925525,0.25975245013730097,0.06506491916441719,43.94667991071948
CA,181399.0,123423.0,67510.0,25483.0,155916.0,46111.0,11297.0,2023,38965193.0,0.5610572443593921,0.2924893715548216,6041358.0,0.6803951510206782,0.37216302184686795,0.1404803775103501,0.25419655014636244,0.06227707980749618,46.55411305161506
CA,187084.0,123974.0,66548.0,25639.0,161445.0,52415.0,10259.0,2024,39431263.0,0.5580517336877105,0.2900306175583283,6095762.0,0.6626648991896689,0.35571187274165617,0.13704539137499733,0.2801682666609651,0.05483633020461397,47.44560172977467
CO,14225.0,7254.0,2050.0,7381.0,6844.0,3630.0,3341.0,2007,4861515.0,0.491900415730874,0.2478616141826349,579758.0,0.5099472759226713,0.14411247803163443,0.5188752196836556,0.25518453427065024,0.2348681898066784,29.26042601946101
CO,14747.0,7870.0,1082.0,8487.0,6260.0,3492.0,3385.0,2008,4939456.0,0.5008597425753799,0.24562527591638594,617021.0,0.5336678646504374,0.07337085508917068,0.5755068827558147,0.23679392418797043,0.22953821116159218,29.85551445341349
CO,15268.0,6237.0,1286.0,7867.0,7401.0,4895.0,4136.0,2009,5024748.0,0.5248665493213757,0.2689371458716946,630191.0,0.4085014409221902,0.08422845166361016,0.5152606759235001,0.32060518731988474,0.27089337175792505,30.38560341732561
CO,15482.0,6451.0,1432.0,7908.0,7574.0,4895.0,4136.0,2010,5049071.0,0.5224081452817899,0.26050885662107454,667793.0,0.4166774318563493,0.09249450975326186,0.5107867200620075,0.31617362097920165,0.26714894716444904,30.66306653243735
CO,15116.0,8970.0,1288.0,10570.0,4546.0,2979.0,3142.0,2011,5116796.0,0.5157170141054173,0.25811245565291085,703584.0,0.5934109552791744,0.08520772691188146,0.6992590632442445,0.19707594601746495,0.20785922201640647,29.541924282304784
CO,16768.0,9508.0,1612.0,11667.0,5101.0,3502.0,3733.0,2012,5187582.0,0.5100077055457998,0.25481523504838993,717930.0,0.5670324427480916,0.0961354961832061,0.6957895992366412,0.20885019083969467,0.22262643129770993,32.323344479181245
CO,9754.0,2163.0,1354.0,5090.0,4664.0,4025.0,3543.0,2013,5268367.0,0.5191985648608628,0.25846372709690024,710855.0,0.22175517736313308,0.13881484519171622,0.5218371949969244,0.41265122001230264,0.3632355956530654,18.514275865747393
CO,10028.0,1945.0,1335.0,4455.0,5573.0,4002.0,4058.0,2014,5355866.0,0.5086287082807222,0.24395288141957694,737059.0,0.19395692062225767,0.13312724371759074,0.4442560829676905,0.39908256880733944,0.40466693258875147,18.723395992356792
CO,9953.0,2819.0,1572.0,4224.0,5729.0,3782.0,3328.0,2015,5456574.0,0.5049473209710972,0.23734541371866627,752117.0,0.2832311865769115,0.15794232894604643,0.42439465487792627,0.3799859338892796,0.334371546267457,18.240383068203602
CO,10550.0,2939.0,1642.0,4100.0,6450.0,4467.0,3098.0,2016,5540545.0,0.5231734142772765,0.25602865710202366,743160.0,0.2785781990521327,0.1556398104265403,0.3886255924170616,0.4234123222748815,0.2936492890995261,19.041448088590563
CO,10940.0,3859.0,2126.0,3369.0,7571.0,4135.0,2921.0,2017,5607154.0,0.5190393870018222,0.24168801031857612,744383.0,0.3527422303473492,0.1943327239488117,0.30795246800731263,0.3779707495429616,0.2670018281535649,19.510789252444287
CO,10857.0,4329.0,2571.0,3250.0,7607.0,4158.0,2348.0,2018,5695564.0,0.5130393924946277,0.24419891793287868,758776.0,0.39872893064382425,0.2368057474440453,0.2993460440268951,0.3829787234042553,0.21626600350004604,19.06220349731826
CO,9619.0,2188.0,2106.0,2356.0,7263.0,4818.0,2578.0,2019,5758736.0,0.4988175911742703,0.23657767316192288,763191.0,0.22746647260630004,0.21894167792909866,0.2449319056034931,0.5008836677409294,0.26801122777835534,16.703318228166737
CO,9846.0,2913.0,2834.0,2267.0,7579.0,4553.0,2330.0,2020,5684926.0,,,,0.2958561852528946,0.28783262238472473,0.23024578509039204,0.4624212878326224,0.23664432256754012,17.31948665646659
CO,8544.0,528.0,1841.0,2474.0,6070.0,5673.0,2311.0,2021,5812069.0,0.5328027346170903,0.262946599494834,766809.0,0.06179775280898876,0.21547284644194756,0.289559925093633,0.6639747191011236,0.2704822097378277,14.700444884601337
CO,10397.0,3156.0,3466.0,2151.0,8246.0,5054.0,2159.0,2022,5839926.0,0.5322011221068641,0.26447515241472486,800275.0,0.3035491007021256,0.3333653938636145,0.2068866019043955,0.48610176012311246,0.2076560546311436,17.8033077816397
CO,14439.0,4745.0,3989.0,3641.0,10798.0,7396.0,2252.0,2023,5877610.0,0.53184957017173,0.26361458396247306,834070.0,0.3286238659186924,0.27626566936768476,0.25216427730452246,0.512223838215943,0.15596647967310756,24.56610765260029
CO,18715.0,4791.0,4059.0,8519.0,10196.0,11620.0,2263.0,2024,5957494.0,0.5251131266769878,0.25051274137424645,844547.0,0.25599786267699703,0.21688485172321667,0.455196366550895,0.620892332353727,0.12091904889126369,31.414215440250548
CT,4482.0,811.0,1023.0,1309.0,3173.0,2262.0,1409.0,2007,3502309.0,0.5039280623345445,0.252406139138077,395875.0,0.18094600624721108,0.2282463186077644,0.2920571173583222,0.5046854082998661,0.3143685854529228,12.79727174272744
CT,4627.0,607.0,875.0,1854.0,2773.0,2409.0,1611.0,2008,3501252.0,0.5122333929371995,0.26424695582271374,412243.0,0.13118651393991787,0.18910741301059,0.40069159282472444,0.5206397233628701,0.348173762697212,13.21527270816268
CT,4605.0,502.0,824.0,1832.0,2773.0,2542.0,1561.0,2009,3518288.0,0.5264625032878281,0.2828434684394292,413163.0,0.10901194353963084,0.1789359391965255,0.397828447339848,0.5520086862106406,0.3389793702497286,13.088752256779433
CT,4316.0,499.0,777.0,1323.0,2993.0,2314.0,1503.0,2010,3577073.0,0.5367679017048312,0.2872550312300082,435192.0,0.11561631139944394,0.18002780352177944,0.30653382761816494,0.536144578313253,0.34823911028730303,12.065730836356988
CT,4456.0,695.0,1043.0,1385.0,3071.0,2358.0,1403.0,2011,3580709.0,0.5524858812943132,0.2912880167711648,440584.0,0.15596947935368044,0.23406642728904847,0.3108168761220826,0.5291741472172352,0.3148563734290844,12.4444628144873
CT,4209.0,695.0,924.0,1303.0,2906.0,2271.0,1243.0,2012,3590347.0,0.5300486941966409,0.2853817548931961,449360.0,0.1651223568543597,0.2195295794725588,0.30957472083630316,0.5395580898075553,0.2953195533380851,11.723100859053458
CT,4448.0,919.0,872.0,1347.0,3101.0,2390.0,1139.0,2013,3596080.0,0.5292211959441151,0.2722011209302104,451382.0,0.20660971223021582,0.1960431654676259,0.3028327338129496,0.5373201438848921,0.2560701438848921,12.369024048408267
CT,4450.0,919.0,1026.0,1381.0,3069.0,2481.0,1050.0,2014,3596677.0,0.5358879728774449,0.2877042998423052,455778.0,0.20651685393258426,0.230561797752809,0.3103370786516854,0.5575280898876405,0.23595505617977527,12.372531645182484
CT,4047.0,626.0,538.0,1328.0,2719.0,2418.0,1003.0,2015,3590886.0,0.5246302410889159,0.2817800092997478,454668.0,0.15468248085001235,0.13293797874969113,0.3281443044230294,0.597479614529281,0.2478379046207067,11.270199053938219
CT,3902.0,673.0,439.0,1332.0,2570.0,2370.0,859.0,2016,3576452.0,0.5133759155435479,0.2605933101458846,478196.0,0.17247565351101998,0.11250640697078422,0.34136340338288057,0.6073808303434136,0.22014351614556638,10.910254073031037
CT,3388.0,416.0,387.0,1180.0,2208.0,2249.0,723.0,2017,3588184.0,0.5142560490942327,0.2611057816263626,458528.0,0.12278630460448642,0.11422668240850059,0.3482880755608028,0.6638134592680047,0.21340023612750886,9.442102188739485
CT,3976.0,581.0,298.0,1696.0,2280.0,2879.0,516.0,2018,3572665.0,0.5258593393860049,0.27127660768942297,471320.0,0.14612676056338028,0.07494969818913481,0.42655935613682094,0.7240945674044266,0.12977867203219315,11.12894715849373
CT,3033.0,456.0,202.0,933.0,2100.0,2116.0,456.0,2019,3565287.0,0.4911258780420049,0.2529113734274615,481572.0,0.1503461918892186,0.06660072535443455,0.3076162215628091,0.69765908341576,0.1503461918892186,8.507029027396673
CT,2905.0,325.0,171.0,932.0,1973.0,2141.0,430.0,2020,3570549.0,,,,0.11187607573149742,0.058864027538726334,0.3208261617900172,0.7370051635111876,0.14802065404475043,8.136003734999855
CT,2593.0,428.0,167.0,661.0,1932.0,1845.0,311.0,2021,3605597.0,0.5225429942555393,0.2740303992578585,476797.0,0.16505977632086385,0.06440416505977632,0.2549170844581566,0.7115310451214809,0.11993829541072117,7.191596842353707
CT,2930.0,294.0,117.0,923.0,2007.0,2308.0,315.0,2022,3626205.0,0.5340542663509795,0.28201408988157267,483796.0,0.10034129692832765,0.03993174061433447,0.3150170648464164,0.7877133105802048,0.1075085324232082,8.080072693077199
CT,3015.0,501.0,117.0,965.0,2050.0,2153.0,345.0,2023,3617176.0,0.5293647794420778,0.2836720145664422,494848.0,0.16616915422885573,0.03880597014925373,0.3200663349917081,0.7140961857379767,0.11442786069651742,8.335231683501162
CT,3410.0,574.0,81.0,1108.0,2302.0,2467.0,349.0,2024,3675069.0,0.5412210338680927,0.2775047184649261,484999.0,0.1683284457478006,0.02375366568914956,0.3249266862170088,0.7234604105571848,0.10234604105571847,9.278737351598025
DC,5320.0,340.0,1760.0,1603.0,3717.0,3248.0,1732.0,2007,588292.0,0.484360038301947,0.2427005912483091,139226.0,0.06390977443609022,0.3308270676691729,0.3013157894736842,0.6105263157894737,0.3255639097744361,90.43128242437429
DC,6044.0,378.0,2184.0,1836.0,4208.0,3463.0,2203.0,2008,591833.0,0.4747121938251822,0.247775455800799,141425.0,0.06254136333553938,0.3613500992720053,0.30377233620119126,0.5729649238914626,0.364493712772998,102.12340305457789
DC,6228.0,321.0,1923.0,2294.0,3934.0,3315.0,2592.0,2009,599657.0,0.49127595803896384,0.2610331223047986,137662.0,0.051541425818882464,0.308766859344894,0.3683365446371227,0.5322736030828517,0.4161849710982659,103.85937294153157
DC,6539.0,430.0,2110.0,2523.0,4016.0,3584.0,2512.0,2010,604453.0,0.5069747262686501,0.2615908405703319,145195.0,0.06575929041137789,0.32267930876280776,0.38583881327420094,0.548096039149717,0.3841565988683285,108.18045406342593
DC,6546.0,305.0,2093.0,2688.0,3858.0,3641.0,2600.0,2011,617996.0,0.49267718389451376,0.24984358706986445,158045.0,0.046593339443935226,0.31973724411854565,0.4106324472960587,0.5562175374274366,0.3971891231286282,105.92301568294941
DC,6954.0,679.0,1870.0,3187.0,3767.0,3772.0,2503.0,2012,632323.0,0.48124199312251364,0.2541096352235183,155981.0,0.09764164509634743,0.26890997986770204,0.4582973828012655,0.5424216278400921,0.35993672706356056,109.9754397673341
DC,6865.0,512.0,1764.0,3169.0,3696.0,4010.0,2343.0,2013,646449.0,0.49457857452652887,0.2642501347142087,161138.0,0.07458120903131828,0.25695557174071376,0.46161689730517114,0.584122359796067,0.3412964311726147,106.1955390139052
DC,7748.0,396.0,1609.0,3795.0,3953.0,5754.0,1598.0,2014,658893.0,0.4863498810920095,0.25953693923704485,164886.0,0.05110996386164171,0.20766649457924627,0.4898038203407331,0.7426432627774909,0.20624677336086733,117.59117185946731
DC,7298.0,544.0,1593.0,3477.0,3821.0,5085.0,1669.0,2015,672228.0,0.48364747962590593,0.23941518050100538,169232.0,0.07454097012880241,0.2182789805426144,0.4764318991504522,0.6967662373252946,0.228692792545903,108.56435614107119
DC,8350.0,318.0,1501.0,4667.0,3683.0,6259.0,1773.0,2016,681170.0,0.4841731989548339,0.2665360209033221,170865.0,0.03808383233532934,0.17976047904191617,0.5589221556886228,0.7495808383233533,0.21233532934131735,122.58320243111118
DC,7473.0,897.0,1470.0,3890.0,3583.0,5363.0,1213.0,2017,693972.0,0.47908627975956114,0.24881224243378744,162670.0,0.12003211561621839,0.1967081493376154,0.5205406128730095,0.7176502074133547,0.16231767697042687,107.68445989175356
DC,6904.0,600.0,1586.0,3134.0,3770.0,5095.0,1209.0,2018,702455.0,0.4648592577414645,0.24044002766180878,165936.0,0.08690614136732329,0.22972190034762457,0.45393974507531865,0.7379779837775203,0.17511587485515642,98.28387583546277
DC,6521.0,608.0,1374.0,2646.0,3875.0,4679.0,1234.0,2019,705749.0,0.4272776034377524,0.17829949629775768,170582.0,0.09323723355313603,0.21070387977304095,0.4057659868118387,0.7175279865051373,0.18923477994172672,92.39828891007993
DC,6380.0,653.0,1337.0,2431.0,3949.0,4526.0,1201.0,2020,701974.0,,,,0.10235109717868339,0.20956112852664577,0.3810344827586207,0.7094043887147335,0.18824451410658308,90.88655705197058
DC,5111.0,681.0,1618.0,1235.0,3876.0,3352.0,1075.0,2021,670050.0,0.4796028737006296,0.23614669080393028,186629.0,0.13324202700058696,0.3165720993934651,0.241635687732342,0.655840344355312,0.21033065936216006,76.27788970972315
DC,4410.0,690.0,1257.0,1004.0,3406.0,2754.0,959.0,2022,671803.0,0.47409590810887103,0.24124135535072577,192850.0,0.1564625850340136,0.28503401360544217,0.2276643990929705,0.6244897959183674,0.21746031746031746,65.64424392269757
DC,4922.0,825.0,1314.0,1170.0,3752.0,3029.0,1060.0,2023,678972.0,0.4467901744246052,0.23080297244297657,203739.0,0.1676147907354734,0.2669646485168631,0.23770824867939863,0.615400243803332,0.21535960991466882,72.49194370312767
DC,5616.0,900.0,1386.0,1656.0,3960.0,3308.0,1404.0,2024,702250.0,0.4766257101050095,0.24997310208297469,194851.0,0.16025641025641027,0.2467948717948718,0.2948717948717949,0.5890313390313391,0.25,79.97152011391954
DE,1061.0,207.0,150.0,345.0,716.0,439.0,415.0,2007,864764.0,0.5119516327600288,0.2463706286034691,90336.0,0.1950989632422243,0.1413760603204524,0.32516493873704055,0.413760603204524,0.3911404335532517,12.269243400511586
DE,933.0,71.0,248.0,281.0,652.0,446.0,416.0,2008,873092.0,0.5138165500267257,0.24854873394905963,87110.0,0.07609860664523044,0.2658092175777063,0.3011789924973205,0.4780278670953912,0.44587352625937837,10.68615907601948
DE,1130.0,47.0,167.0,354.0,776.0,583.0,500.0,2009,885122.0,0.5279985305822568,0.26527888324251514,86344.0,0.0415929203539823,0.14778761061946902,0.31327433628318585,0.515929203539823,0.4424778761061947,12.766601666210986
DE,982.0,52.0,97.0,301.0,681.0,481.0,439.0,2010,899769.0,0.5519461515949663,0.26280362891425224,88881.0,0.05295315682281059,0.09877800407331976,0.3065173116089613,0.48981670061099797,0.4470468431771894,10.913912348613922
DE,1035.0,22.0,70.0,372.0,663.0,549.0,454.0,2011,907135.0,0.5273028562471309,0.27390189558071054,94632.0,0.021256038647342997,0.06763285024154589,0.35942028985507246,0.5304347826086957,0.4386473429951691,11.409547641751228
DE,1008.0,22.0,84.0,397.0,611.0,527.0,449.0,2012,917092.0,0.48604508922343953,0.2437951348277231,99258.0,0.021825396825396824,0.08333333333333333,0.39384920634920634,0.5228174603174603,0.44543650793650796,10.99126369001147
DE,946.0,10.0,65.0,371.0,575.0,516.0,410.0,2013,925749.0,0.5105090069073819,0.24158767368025763,96024.0,0.010570824524312896,0.06871035940803383,0.39217758985200846,0.5454545454545454,0.4334038054968288,10.218752599246665
DE,901.0,37.0,88.0,317.0,584.0,435.0,429.0,2014,935614.0,0.4964596837455101,0.24578877833285165,103935.0,0.041065482796892344,0.097669256381798,0.3518312985571587,0.4827968923418424,0.47613762486126526,9.630039738610153
DE,953.0,37.0,64.0,351.0,602.0,529.0,387.0,2015,945934.0,0.4846293916023993,0.24523350471293917,102914.0,0.03882476390346275,0.06715634837355719,0.3683105981112277,0.5550891920251836,0.4060860440713536,10.074698657623047
DE,1070.0,51.0,65.0,317.0,753.0,621.0,398.0,2016,952065.0,0.499493487698987,0.21864792226586727,106080.0,0.04766355140186916,0.06074766355140187,0.29626168224299065,0.5803738317757009,0.3719626168224299,11.238728448162679
DE,994.0,58.0,123.0,379.0,615.0,564.0,372.0,2017,961939.0,0.4867330728607617,0.24409643209823537,103989.0,0.05835010060362173,0.12374245472837023,0.3812877263581489,0.5674044265593562,0.37424547283702214,10.333295562400526
