nba_api_id,mpg_prior,mpg_prior_adj,latest_age
1630568,9.837797619047619,9.837797619047619,24.0
1630570,18.74439964157706,18.74439964157706,22.0
1630572,15.0484879953713,15.0484879953713,24.0
1630573,16.125,16.125,25.0
1630577,19.845098039215685,19.845098039215685,22.0
1630578,26.191296296296297,26.191296296296297,20.0
1630579,14.92245153220763,14.92245153220763,24.0
1630580,7.068965517241379,7.068965517241379,22.0
1630581,31.256985055230672,31.256985055230672,20.0
1630583,18.312770562770563,18.312770562770563,22.0
1630586,11.941666666666668,11.941666666666668,21.0
1630587,22.091093117408906,22.091093117408906,24.0
1630591,24.749344863731654,24.749344863731654,22.0
1630593,12.407407407407407,12.407407407407407,24.0
1630595,33.09722222222222,33.09722222222222,21.0
1630596,34.17226197028068,34.17226197028068,22.0
1630598,20.412380952380953,20.412380952380953,24.0
1630606,11.764705882352942,11.764705882352942,23.0
1630613,15.195340501792115,15.195340501792115,23.0
1630625,9.625,9.625,23.0
1630631,19.46508803885853,19.46508803885853,25.0
1630647,16.630754475703323,16.630754475703323,26.0
1630678,11.228513422061809,11.228513422061809,23.0
1630688,12.825925925925924,12.825925925925924,28.0
1630692,17.822580645161292,17.822580645161292,24.0
1630699,13.48076923076923,13.48076923076923,22.0
1630700,17.661016949152543,17.661016949152543,20.0
1630702,14.75,14.75,20.0
1630792,11.157894736842104,11.157894736842104,26.0
1630846,19.136363636363637,19.136363636363637,23.0
1631093,31.135135135135137,31.135135135135137,21.0
1631094,33.75,33.75,20.0
1631095,31.025316455696203,31.025316455696203,20.0
1631097,28.487179487179485,28.487179487179485,21.0
1631098,15.107142857142858,15.107142857142858,21.0
1631099,29.775,29.775,22.0
1631100,19.458333333333332,19.458333333333332,19.0
1631101,22.2375,22.2375,20.0
1631102,13.96774193548387,13.96774193548387,21.0
1631103,23.484848484848484,23.484848484848484,20.0
1631104,18.08108108108108,18.08108108108108,20.0
1631105,24.925373134328357,24.925373134328357,19.0
1631106,21.548780487804876,21.548780487804876,22.0
1631107,13.6,13.6,20.0
1631108,12.487804878048781,12.487804878048781,20.0
1631109,19.25581395348837,19.25581395348837,21.0
1631110,26.035714285714285,26.035714285714285,20.0
1631113,7.833333333333333,7.833333333333333,20.0
1631114,30.346666666666668,30.346666666666668,22.0
1631115,13.709677419354838,13.709677419354838,22.0
1631116,7.290322580645161,7.290322580645161,20.0
1631117,23.013513513513512,23.013513513513512,21.0
1631119,18.653061224489797,18.653061224489797,21.0
1631121,17.108695652173914,17.108695652173914,20.0
1631128,15.539473684210526,15.539473684210526,22.0
1631132,13.827586206896552,13.827586206896552,23.0
1631133,11.053571428571429,11.053571428571429,20.0
1631172,14.58974358974359,14.58974358974359,20.0
1631207,5.631578947368421,5.631578947368421,20.0
1631216,15.92156862745098,15.92156862745098,20.0
1631219,11.631578947368421,11.631578947368421,20.0
1631222,11.82857142857143,11.82857142857143,21.0
1631223,17.985714285714284,17.985714285714284,22.0
1631230,14.571428571428571,14.571428571428571,20.0
1631260,9.857142857142858,9.857142857142858,23.0
1631288,13.333333333333334,13.333333333333334,24.0
1631323,14.73076923076923,14.73076923076923,27.0
