,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"tier_prob[1358,2]",0.0438975,0.00492927,0.0781933,0.0193365,0.00121651,0.0160585,0.187145,690.798,428.374,1.00691
"tier_prob[1358,3]",0.00144141,0.000213669,0.00529074,0.000266565,9.28015e-06,0.000202617,0.00639413,1302.08,846.93,1.00711
"tier_prob[1359,1]",0.83587,0.00489568,0.104122,0.0878159,0.636298,0.857678,0.955001,672.937,522.119,1.01092
"tier_prob[1359,2]",0.124744,0.00453861,0.0966348,0.0769254,0.0177731,0.102419,0.306246,652.508,503.349,1.01194
"tier_prob[1359,3]",0.0393857,0.000572482,0.0208997,0.0194018,0.0137177,0.0350482,0.0776053,1626.4,1206.76,1.00257
"tier_prob[1360,1]",0.326375,0.00362119,0.0936798,0.0946581,0.174497,0.326437,0.479574,679.745,578.998,1.01226
"tier_prob[1360,2]",0.19813,0.00371164,0.0961262,0.0940109,0.0492521,0.192276,0.366169,702.465,570.315,1.00751
"tier_prob[1360,3]",0.475495,0.00205809,0.0730771,0.0748602,0.35571,0.47777,0.589192,1281.8,1405.43,1.00004
"tier_prob[1361,1]",0.705077,0.00513967,0.122789,0.116897,0.477104,0.725304,0.874953,672.828,507.598,1.00948
"tier_prob[1361,2]",0.179947,0.00475681,0.112353,0.105148,0.0304987,0.161046,0.387284,627.39,521.558,1.01158
"tier_prob[1361,3]",0.114976,0.00111514,0.0445602,0.0426107,0.0532419,0.109856,0.195538,1706.79,1551.85,1.00075
"tier_prob[1362,1]",0.962282,0.00445993,0.0673902,0.017766,0.858071,0.985341,0.998834,690.416,400.711,1.0052
"tier_prob[1362,2]",0.0367076,0.00434881,0.0660091,0.017153,0.00108899,0.0141807,0.138398,691.155,403.299,1.00507
"tier_prob[1362,3]",0.0010103,0.000140826,0.00367923,0.000200268,6.74475e-06,0.000153234,0.00445483,1305.03,584.156,1.00378
"tier_prob[1363,1]",0.43851,0.00368792,0.109411,0.115671,0.262868,0.441717,0.612075,918.403,510.854,1.00507
"tier_prob[1363,2]",0.201145,0.00380915,0.101301,0.104465,0.0444632,0.1942,0.374161,730.576,474.549,1.00668
"tier_prob[1363,3]",0.360345,0.00185725,0.0716995,0.0740114,0.249597,0.356417,0.486492,1537.25,1100.32,1.00095
"tier_prob[1364,1]",0.385962,0.00344684,0.103783,0.109094,0.218662,0.384699,0.557045,926.142,576.875,1.00536
"tier_prob[1364,2]",0.205197,0.00379719,0.0998295,0.102589,0.0498957,0.201205,0.376153,699.001,499.021,1.00734
"tier_prob[1364,3]",0.408842,0.00195836,0.0745489,0.0762605,0.288658,0.405009,0.538428,1478.84,1350.58,1.00124
"tier_prob[1365,1]",0.573864,0.00406846,0.130704,0.133467,0.346759,0.579117,0.780582,1092.28,715.114,1.00462
"tier_prob[1365,2]",0.198174,0.00422445,0.115647,0.116357,0.034954,0.184497,0.408641,729.428,524.26,1.00535
"tier_prob[1365,3]",0.227962,0.00211479,0.081399,0.0815408,0.107284,0.220716,0.374833,1495.62,1398.79,1.00323
"tier_prob[1366,1]",0.980754,0.00253002,0.0374583,0.00859908,0.940875,0.991061,0.998523,629.282,410.943,1.00422
"tier_prob[1366,2]",0.0187026,0.00244208,0.0365068,0.0084597,0.00138855,0.00861883,0.0575644,626.422,410.943,1.00385
"tier_prob[1366,3]",0.000543663,8.26025e-05,0.0016322,0.000217874,2.53654e-05,0.000196953,0.00176957,990.109,631.072,1.0024
"tier_prob[1367,1]",0.965586,0.00417848,0.0628718,0.0158349,0.868352,0.987092,0.999027,690.033,436.539,1.00496
"tier_prob[1367,2]",0.0334273,0.00406986,0.0615215,0.0154311,0.000918859,0.0125442,0.127402,683.644,432.688,1.00494
"tier_prob[1367,3]",0.000986858,0.000135529,0.00364178,0.00018973,6.66901e-06,0.000145184,0.00426064,1303.24,693.422,1.00403
